"","...1","Word","VIHI_ID","group","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","sampling_type","utt_loc","uttnum","xds","speaker","Modality"
"2909",2909,"who","VI_033_820","VI",1.9375,0.125,0.6875,0.1875,0.25,2.25,0.217391304,0.52173913,1.826086957,1.043478261,0.347826087,1.52616076,0.5,1.195477589,0.543905629,0.683130051,1.770122406,0.671262158,1.23838477,1.96912934,1.551487874,1.027295463,2.25,2.66900726,0.390804598,"Visual",1.826086957,1.950433751,0.406593407,"Head",2.25,2.978842379,0.226207695,"Visual","high-volubility","Word7",31949,"C","FA1","Amodal"
"2910",2910,"had","VI_047_440","VI",1.1,0.45,0.95,1.1,0.4,2,0.55,1.5,2.05,1,0.6,1.83245593,1.276302225,1.571958216,1.860956178,1.187655807,2.17642875,0.887041208,1.762175689,1.731290969,1.55597321,0.994722918,2,2.268538199,0.266666667,"Visual",2.05,2.373581794,0.263157895,"Head",2.05,2.925848976,0.141025641,"Head","high-volubility","Word5",43492,"A","FA1","Amodal"
"2911",2911,"fair","TD_448_304","TD",1.777777778,0.222222222,0.388888889,2.444444444,0.166666667,2.166666667,0.210526316,0.684210526,2.789473684,1.052631579,0.421052632,1.895988197,0.548318881,0.978527639,1.789584974,0.514495755,2.007339474,0.917662935,1.376494403,2.274959032,1.89952287,0.901590537,2.444444444,3.123398356,0.317829457,"Interoceptive",2.789473684,2.855196746,0.5,"Head",2.789473684,3.773843144,0.212811388,"Head","high-volubility","Word1",15623,"A","FA2","Amodal"
"2912",2912,"that","VI_037_868","VI",1.315789474,0.789473684,1.210526316,0.947368421,0.842105263,2.052631579,0.45,0.55,1.5,0.75,0.3,1.765491168,1.474936811,1.685854461,1.682382048,1.462993806,2.013114895,1.099042646,1.099042646,2.115108558,1.332784975,0.732695097,2.052631579,2.446308109,0.176470588,"Visual",1.5,1.598093432,0.338028169,"Head",2.052631579,2.655281665,0.163676579,"Visual","high-volubility","Word1",39255,"C","FA1","Amodal"
"2913",2913,"not","VI_047_440","VI",1.564102564,0.487179487,0.512820513,0.948717949,0.512820513,1.487179487,0.157894737,0.421052632,2.052631579,1.631578947,0.210526316,1.846687957,1.295169058,1.315330554,1.503482238,1.315330554,1.804552647,0.501459857,1.017392608,2.120631044,2.060488785,0.713282504,1.564102564,2.029149067,0.195348837,"Auditory",2.052631579,2.356124267,0.423529412,"Head",2.052631579,2.7778229,0.18972973,"Head","random","Word2",43611,"A","FA1","Amodal"
"2914",2914,"see","TD_477_217","TD",0.055555556,0,0,0.333333333,0,5,0,0,4.857142857,0.095238095,0,0.23570226,0,0,0.84016805,0,0,0,0,0.654653671,0.43643578,0,5,5.000496064,0.927835052,"Visual",4.857142857,4.857155062,0.980769231,"Head",5,6.211243849,0.483499616,"Visual","random","Word1",11717,"A","UC2","Visual"
"2915",2915,"your","VI_015_195","VI",1.166666667,0.166666667,0.666666667,1.277777778,0.166666667,1,0.857142857,1,1.80952381,1.476190476,0.619047619,1.653872461,0.707106781,1.283377896,1.934381055,0.707106781,1.644956642,1.768776817,1.760681686,2.182178902,1.9136104,1.499206139,1.277777778,1.707666276,0.25,"Interoceptive",1.80952381,2.224576654,0.20661157,"Head",1.80952381,2.519244605,0.16096423,"Head","high-volubility","Word8",44848,"C","FA2","Amodal"
"2916",2916,"did","TD_445_217","TD",1.611111111,0.833333333,1.055555556,1.166666667,0.833333333,2.833333333,1.315789474,1.526315789,1.736842105,1.578947368,0.894736842,2.033220826,1.790497795,1.893400993,1.823054967,1.790497795,2.121320344,2.083070159,2.220320824,2.023256596,2.063324972,1.882514183,2.833333333,3.136263878,0.24,"Visual",1.736842105,2.505370193,0.119402985,"Head",2.833333333,3.59790704,0.129988597,"Visual","high-volubility","Word1",2533,"C","FA1","Amodal"
"2917",2917,"just","TD_463_254","TD",1.65,0,0.15,1.8,0,2.05,0.631578947,0.947368421,2.578947368,2.157894737,0.578947368,1.87153188,0,0.670820393,1.989445837,0,1.761428846,1.382852379,1.649029486,2.11649053,1.979426345,1.304513084,2.05,2.665712984,0.362831858,"Visual",2.578947368,3.054450592,0.290076336,"Head",2.578947368,3.620043451,0.205580029,"Head","random","Word4",556,"C","FA2","Amodal"
"2918",2918,"this","VI_002_336","VI",1.333333333,0.714285714,1.142857143,0.619047619,0.285714286,2.142857143,1.052631579,1.526315789,2.105263158,1.210526316,0.894736842,1.770122406,1.488047618,1.590148241,1.203170415,0.783763813,2.007130147,1.928548222,2.143942916,2.306867449,1.960128889,1.663154193,2.142857143,2.428803307,0.297709924,"Visual",2.105263158,2.548035503,0.178294574,"Head",2.142857143,3.137010437,0.142554829,"Visual",NA,"Word6",37979,"A","FA1","Amodal"
"2919",2919,"why","VI_018_924","VI",2.3125,0.5,0.625,1.1875,0.4375,1.5625,0.15,0.6,1.45,1.25,0.15,2.088659857,1.316561177,0.885061203,1.424488212,0.892094913,1.631716887,0.670820393,1.231174023,2.01246118,1.831737743,0.670820393,2.3125,2.635633361,0.283018868,"Auditory",1.45,1.735194828,0.361111111,"Head",2.3125,2.865671085,0.211491443,"Auditory","random","Word1",44519,"C","FA1","Amodal"
"2920",2920,"run","TD_445_217","TD",1.611111111,0.111111111,1,2.388888889,0.333333333,3.555555556,4.954545455,2.590909091,2.454545455,1.636363636,2.363636364,2.061949075,0.471404521,1.644956642,2.35494196,1.028991511,1.885618083,0.213200716,1.943465018,2.063913821,1.915984256,1.989148048,3.555555556,3.995880533,0.382716049,"Visual",4.954545455,5.5547047,0.237012987,"Foot_leg",4.954545455,6.172681246,0.210584102,"Foot_leg","random","Word4",2316,"C","FA1","Multimodal"
"2921",2921,"oh","TD_473_844","TD",2.555555556,0.166666667,0,0.944444444,0.166666667,0.555555556,0.052631579,0.526315789,1.578947368,2.894736842,0.263157895,2.254987211,0.707106781,0,1.589384721,0.514495755,1.293523334,0.229415734,1.348596845,1.952656011,2.35454022,0.653376296,2.555555556,2.606744542,0.582278481,"Auditory",2.894736842,3.049441773,0.534653465,"Mouth",2.894736842,3.584869199,0.298282615,"Mouth","random","Word1",20829,"A","FA3","Amodal"
"2922",2922,"thought","VI_047_440","VI",1.45,0.2,0.25,3.35,0.15,1.15,0.35,0.5,4.1,1.1,0.55,2.089447169,0.615587011,0.638666374,1.899445903,0.489360485,1.814415956,1.136708082,1.192079121,1.83245593,1.744163199,1.316894273,3.35,3.481311959,0.488549618,"Interoceptive",4.1,4.132758584,0.568181818,"Head",4.1,4.831421823,0.300380228,"Head","high-volubility","Word3",43422,"A","FA1","Amodal"
"2923",2923,"out","TD_463_254","TD",1.35,0.15,1.35,0.35,0.9,3.45,1.7,1.6,1.85,1.45,1.05,1.814415956,0.670820393,1.78517285,0.933302004,1.682729612,1.731290969,1.75018796,1.93036675,1.755442664,1.605090586,1.538112309,3.45,3.602663281,0.437086093,"Visual",1.85,2.693761316,0.104575163,"Head",3.45,4.04748612,0.217105263,"Visual",NA,"Word4",593,"A","FA2","Amodal"
"2924",2924,"getting","TD_474_966","TD",1.0625,0.125,1.875,0.375,0.125,2.625,0.526315789,2.684210526,1.157894737,0.473684211,0.368421053,1.289379696,0.5,1.927865832,0.885061203,0.5,1.821171784,1.348596845,1.827342684,1.951158001,1.306752593,1.211542924,2.625,2.960055355,0.404040404,"Visual",2.684210526,2.767402475,0.444444444,"Hand_arm",2.684210526,3.612150008,0.224531025,"Hand_arm","random","Word2",14402,"C","FC1","Amodal"
"2925",2925,"good","TD_465_541","TD",2.529411765,1.882352941,1.941176471,2.764705882,2.058823529,3,1.3,1.5,3.25,1.9,1.15,2.034626718,1.96476312,2.164214298,1.751050105,2.075770587,1.767766953,1.949358869,2.090076805,1.970172314,1.997366687,1.87153188,3,4.4314968,0.078838174,"Visual",3.25,3.64129407,0.230769231,"Head",3.25,5.133806684,0.090219864,"Head","high-volubility","Word1",12705,"C","FA1","Amodal"
"2926",2926,"couch","VI_012_562","VI",0.315789474,0.052631579,3.526315789,0.526315789,0.684210526,4.105263158,3.619047619,2.80952381,2.428571429,0.761904762,3.619047619,0.749268649,0.229415734,1.71167303,1.428613199,1.416279617,1.370106924,1.716863142,2.08851736,2.15804144,1.546116487,1.687488977,4.105263158,4.842190245,0.44,"Visual",3.619047619,5.088345246,0.215827338,"Foot_leg",4.105263158,6.259686767,0.180529195,"Visual","high-volubility","Word15",24184,"A","FA1","Multimodal"
"2927",2927,"like","TD_444_402","TD",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head","high-volubility","Word2",22447,"A","FA1","Amodal"
"2928",2928,"he","TD_449_716","TD",3.166666667,0.555555556,1.944444444,1.388888889,1.222222222,3.722222222,0.476190476,0.761904762,2,1.333333333,0.619047619,1.617914416,1.293523334,1.830211245,1.719743103,1.395604678,1.708303443,1.249761882,1.374945886,2.121320344,1.852925615,1.395571226,3.722222222,4.56856177,0.263888889,"Visual",2,2.234568735,0.293577982,"Head",3.722222222,4.740227751,0.188827331,"Visual","high-volubility","Word2",21354,"A","FA2","Multimodal"
"2929",2929,"bedtime","TD_473_844","TD",0.333333333,0,0.933333333,3.466666667,0,0.866666667,2.523809524,2.571428571,2.904761905,1.619047619,3.047619048,0.6172134,0,1.533747356,1.807392228,0,1.060098827,1.860619456,1.85933936,1.786190413,1.856776521,1.82964998,3.466666667,3.507810223,0.619047619,"Interoceptive",3.047619048,4.483697621,0.112781955,"Torso",3.466666667,5.108315036,0.189781022,"Interoceptive","random","Word5",20771,"C","FA1","Amodal"
"2930",2930,"would","VI_033_820","VI",1.294117647,0,0.117647059,0.823529412,0,1,0.5,0.3,2.55,0.75,0.5,1.862951485,0,0.332105582,1.704233483,0,1.541103501,1.235441536,0.923380517,2.211810404,1.446411167,1.277332747,1.294117647,1.550496929,0.4,"Auditory",2.55,2.585334096,0.489130435,"Head",2.55,2.759261677,0.32545045,"Head","high-volubility","Word2",30953,"C","FA1","Amodal"
"2931",2931,"watch","TD_473_844","TD",1.5,0.055555556,2.666666667,1,0.166666667,4.833333333,0.166666667,1.5,4.333333333,0.166666667,0.166666667,1.617914416,0.23570226,2.249182858,1.714985851,0.383482494,0.514495755,0.383482494,1.823054967,1.371988681,0.514495755,0.514495755,4.833333333,5.145772773,0.467391304,"Visual",4.333333333,4.392674782,0.657894737,"Head",4.833333333,6.046071811,0.288590604,"Visual","high-volubility","Word1",20159,"C","MA2","Multimodal"
"2932",2932,"what","TD_463_254","TD",1.681818182,0.636363636,0.681818182,1.181818182,0.636363636,1.363636364,0.19047619,0.523809524,2.428571429,2.047619048,0.238095238,2.03274067,1.648822222,1.644221154,1.735795787,1.648822222,1.677454266,0.511766316,0.92838826,2.20389266,2.224324403,0.538958431,1.681818182,2.138207114,0.169117647,"Auditory",2.428571429,2.846867855,0.412280702,"Head",2.428571429,3.202622162,0.192766592,"Head","high-volubility","Word1",611,"C","FA2","Amodal"
"2933",2933,"in","VI_001_676","VI",0.7,0.3,1.55,0.9,0.45,2.65,2,2,2.578947368,1.789473684,1.789473684,1.260743306,0.732695097,1.468081455,1.293709477,0.998683344,2.033275812,1.972026594,1.855921454,2.008752777,1.843274483,2.043388998,2.65,2.865286691,0.358778626,"Visual",2.578947368,3.54666918,0.077720207,"Head",2.65,4.084388143,0.140652071,"Visual","random","Word3",41104,"C","FA1","Amodal"
"2934",2934,"is","VI_012_562","VI",1.526315789,0.631578947,0.578947368,1.263157895,0.684210526,1.684210526,1.105263158,1.157894737,2.105263158,1.578947368,1.315789474,2.091475318,1.605910137,1.57465303,2.104020101,1.66842013,2.161600014,1.822535988,1.772103518,2.208436773,2.008752777,2.029029094,1.684210526,2.231695812,0.173553719,"Visual",2.105263158,2.642300122,0.137681159,"Head",2.105263158,3.092063091,0.111969112,"Head","random","Word4",24220,"A","FA1","Amodal"
"2935",2935,"exercise","VI_014_242","VI",1.368421053,0.052631579,1.368421053,3.105263158,0.736842105,3.894736842,4.333333333,4.428571429,2.476190476,1.047619048,3.952380952,1.706540566,0.229415734,1.605910137,1.791794161,1.367971136,1.559727072,1.016530045,1.028174527,2.112322126,1.716863142,1.160869953,3.894736842,4.555643444,0.365,"Visual",4.428571429,6.268360422,0.208211144,"Hand_arm",4.428571429,6.985315297,0.163498455,"Hand_arm","random","Word3",38741,"A","FA1","Multimodal"
"2936",2936,"you","TD_464_188","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word1",13277,"C","FA2","Multimodal"
"2937",2937,"remember","TD_436_678","TD",1.176470588,0.764705882,0.588235294,2.470588235,0.941176471,1.764705882,0,0.380952381,4.476190476,0.761904762,0.238095238,1.629236559,1.480262298,1.371988681,2.124783726,1.560071642,2.194578882,0,1.160869953,1.249761882,1.338086765,0.700340053,2.470588235,2.871960352,0.244274809,"Interoceptive",4.476190476,4.484676752,0.764227642,"Head",4.476190476,4.847185907,0.330028914,"Head","high-volubility","Word1",7566,"A","FA1","Amodal"
"2938",2938,"tennis","TD_436_678","TD",1.95,0,1.7,0.7,0,4.15,3.4,3.4,2.4,0.6,2.4,1.637552731,0,1.688973528,1.490319641,0,1.531253357,2.137386501,2.112618729,2.01049876,1.095445115,2.087557122,4.15,4.382024633,0.488235294,"Visual",3.4,4.739637613,0.229508197,"Hand_arm",4.15,5.755105736,0.200483092,"Visual","high-volubility","Word3",7137,"C","MA1","Multimodal"
"2939",2939,"go","VI_013_206","VI",1.736842105,0.473684211,0.736842105,1.894736842,0.578947368,2.421052632,3.6,1.95,2.6,1.75,1.75,1.939132259,1.306752593,1.446916463,2.078854835,1.346426937,2.090076805,1.846761034,1.820208201,1.875043859,1.996707817,1.888329811,2.421052632,2.997514045,0.248322148,"Visual",3.6,4.35092903,0.158798283,"Foot_leg",3.6,4.781213604,0.160388821,"Foot_leg","random","Word3",26971,"C","FA1","Amodal"
"2940",2940,"is","TD_447_448","TD",1.526315789,0.631578947,0.578947368,1.263157895,0.684210526,1.684210526,1.105263158,1.157894737,2.105263158,1.578947368,1.315789474,2.091475318,1.605910137,1.57465303,2.104020101,1.66842013,2.161600014,1.822535988,1.772103518,2.208436773,2.008752777,2.029029094,1.684210526,2.231695812,0.173553719,"Visual",2.105263158,2.642300122,0.137681159,"Head",2.105263158,3.092063091,0.111969112,"Head","random","Word1",18540,"A","FA1","Amodal"
"2941",2941,"a","VI_005_411","VI",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual",NA,"Word4",29871,"C","FA1","Amodal"
"2942",2942,"am","TD_473_844","TD",1.111111111,0.722222222,0.777777778,2.444444444,0.722222222,1.888888889,0.944444444,1.166666667,3.277777778,1.555555556,1.666666667,1.711170528,1.708303443,1.699673171,2.306569192,1.708303443,2.083235292,1.433720878,1.617914416,2.023554111,1.68809751,1.909727421,2.444444444,2.882147881,0.224637681,"Interoceptive",3.277777778,3.584084889,0.270967742,"Head",3.277777778,4.120918473,0.156996587,"Head","random","Word2",20415,"C","FA1","Amodal"
"2943",2943,"icebox","TD_447_448","TD",0.764705882,0.588235294,2.764705882,0.647058824,0.529411765,3.176470588,1,3.333333333,1.857142857,1.19047619,1.285714286,1.562426469,1.66052791,2.278415342,1.538716042,1.374665735,2.270332963,1.702938637,1.852925615,2.080521913,1.9136104,1.874642823,3.176470588,3.785652236,0.3125,"Visual",3.333333333,3.640661235,0.269230769,"Hand_arm",3.333333333,4.680066944,0.163615561,"Hand_arm","random","Word6",18155,"A","FA2","Amodal"
"2944",2944,"when","TD_465_541","TD",0.647058824,0,0,0.882352941,0,0.823529412,0.368421053,0.263157895,1.947368421,0.736842105,0.526315789,0.996316746,0,0,1.536324874,0,1.236693885,1.011628298,0.733492806,1.840099158,1.240165995,1.073334423,0.882352941,1.148867215,0.375,"Interoceptive",1.947368421,1.99991495,0.438356164,"Head",1.947368421,2.119052958,0.314342829,"Head","high-volubility","Word4",12760,"C","FA1","Amodal"
"2945",2945,"the","TD_444_402","TD",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","random","Word2",22348,"C","FA1","Amodal"
"2946",2946,"almost","TD_445_217","TD",1.823529412,0.294117647,0.647058824,1.470588235,0.411764706,2.294117647,0.631578947,0.842105263,2,1,0.684210526,1.740520544,0.771743633,0.996316746,1.58578242,1.003669737,1.896203638,1.382852379,1.572795031,2,1.598610508,1.376494403,2.294117647,2.788563187,0.288135593,"Visual",2,2.166532894,0.265306122,"Head",2.294117647,3.169950337,0.165301945,"Visual","high-volubility","Word3",2795,"A","FA1","Amodal"
"2947",2947,"leaves","TD_472_829","TD",2.526315789,0.421052632,2.368421053,0.578947368,1.526315789,4.368421053,1.470588235,2.294117647,2.647058824,0.470588235,0.588235294,1.806421295,0.768533197,1.770452745,1.426565007,1.806421295,0.76088591,1.419403354,1.72353945,2.059768691,0.717430054,1.064120736,4.368421053,4.885345476,0.334821429,"Visual",2.647058824,3.243092515,0.291338583,"Head",4.368421053,5.321619268,0.204950973,"Visual","high-volubility","Word3",9658,"C","FA1","Multimodal"
"2948",2948,"you","TD_449_716","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word10",21388,"C","FA2","Multimodal"
"2949",2949,"you","VI_012_562","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word7",23622,"C","FA2","Multimodal"
"2950",2950,"and","TD_463_254","TD",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","random","Word16",787,"A","FA1","Amodal"
"2951",2951,"we","TD_443_341","TD",2.388888889,0.333333333,1.666666667,1.666666667,0.5,4.055555556,1.157894737,1.368421053,2,1.842105263,1.157894737,1.786843714,1.188177052,1.970368732,1.940285,1.200490096,1.211329956,1.740471133,1.832136771,2.02758751,2.088677356,1.740471133,4.055555556,4.477385455,0.35078534,"Visual",2,2.710712342,0.111888112,"Head",4.055555556,4.786714836,0.205223279,"Visual","random","Word2",4675,"A","FC1","Multimodal"
"2952",2952,"take","VI_033_820","VI",1.263157895,0.368421053,3.421052632,0.368421053,0.105263158,2.736842105,1.368421053,3.947368421,1.842105263,1.210526316,1.105263158,1.726978906,1.211542924,1.865350413,0.76088591,0.315301768,2.104020101,1.862212731,1.470966584,1.772103518,1.781976037,1.663154193,3.421052632,3.971781644,0.401273885,"Haptic",3.947368421,4.187799701,0.3,"Hand_arm",3.947368421,5.143814305,0.216617211,"Hand_arm","high-volubility","Word10",31901,"C","FA1","Amodal"
"2953",2953,"and","TD_443_341","TD",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","random","Word1",4888,"A","FA1","Amodal"
"2954",2954,"or","TD_464_188","TD",0.5625,0.0625,0.0625,0.0625,0.0625,0.625,0.058823529,0.352941176,2.058823529,1,0.176470588,1.263262971,0.25,0.25,0.25,0.25,1.360147051,0.242535625,1.05718828,2.075770587,1.695582496,0.52859414,0.625,0.750722683,0.391304348,"Visual",2.058823529,2.138263891,0.548387097,"Head",2.058823529,2.168675032,0.393347795,"Head","high-volubility","Word2",13203,"A","MA1","Amodal"
"2955",2955,"with","TD_443_341","TD",2.5625,1.1875,2.125,1.4375,1.1875,3.5,0.7,0.7,2.05,0.5,0.5,1.896268265,1.796988221,1.892969449,1.896268265,1.721191448,1.825741858,1.218281793,1.174285897,1.932410548,1.147078669,1,3.5,4.228690551,0.192708333,"Visual",2.05,2.121704234,0.348314607,"Head",3.5,4.399721474,0.182370821,"Visual","random","Word8",4672,"A","FC1","Multimodal"
"2956",2956,"so","TD_474_966","TD",1.647058824,0.176470588,0.176470588,0.588235294,0.176470588,0.941176471,0.055555556,0.277777778,1.166666667,0.944444444,0.055555556,1.800735144,0.727606875,0.727606875,1.416810835,0.727606875,1.819017188,0.23570226,0.751903902,1.823054967,1.589384721,0.23570226,1.647058824,1.767511876,0.396825397,"Auditory",1.166666667,1.3484959,0.444444444,"Head",1.647058824,1.997834424,0.256450764,"Auditory","random","Word3",14533,"A","FC1","Amodal"
"2957",2957,"big","VI_047_440","VI",0.944444444,0.166666667,2.722222222,0.333333333,0.111111111,3.888888889,1,1.9,3.1,1.35,0.95,1.304842664,0.707106781,1.994272846,0.9701425,0.471404521,1.875190622,1.297771369,1.997366687,1.916685736,1.631111988,1.394538218,3.888888889,4.306568536,0.462585034,"Visual",3.1,3.447312897,0.259036145,"Head",3.888888889,4.9439018,0.229419703,"Visual","random","Word1",43306,"C","FA1","Multimodal"
"2958",2958,"your","VI_033_820","VI",1.166666667,0.166666667,0.666666667,1.277777778,0.166666667,1,0.857142857,1,1.80952381,1.476190476,0.619047619,1.653872461,0.707106781,1.283377896,1.934381055,0.707106781,1.644956642,1.768776817,1.760681686,2.182178902,1.9136104,1.499206139,1.277777778,1.707666276,0.25,"Interoceptive",1.80952381,2.224576654,0.20661157,"Head",1.80952381,2.519244605,0.16096423,"Head","random","Word6",32069,"C","FA1","Amodal"
"2959",2959,"start","TD_448_304","TD",2.4,0.4,1.1,1.5,0.4,3.6,1.6,1.85,2.05,1.65,1.05,1.902906364,1.273205652,1.713721712,1.762175689,1.273205652,1.569445091,1.759186415,1.954078057,2.089447169,2.007223796,1.66938375,3.6,4.02718976,0.340425532,"Visual",2.05,2.911979774,0.12195122,"Head",3.6,4.48151263,0.181818182,"Visual","random","Word5",15546,"A","FA2","Multimodal"
"2960",2960,"this","VI_008_707","VI",1.333333333,0.714285714,1.142857143,0.619047619,0.285714286,2.142857143,1.052631579,1.526315789,2.105263158,1.210526316,0.894736842,1.770122406,1.488047618,1.590148241,1.203170415,0.783763813,2.007130147,1.928548222,2.143942916,2.306867449,1.960128889,1.663154193,2.142857143,2.428803307,0.297709924,"Visual",2.105263158,2.548035503,0.178294574,"Head",2.142857143,3.137010437,0.142554829,"Visual","high-volubility","Word1",35047,"C","MA1","Amodal"
"2961",2961,"even","VI_005_411","VI",0.388888889,0,1.222222222,0.444444444,0,2.944444444,0.473684211,1.368421053,2,1,0.736842105,0.697802339,0,1.767535857,1.041617646,0,1.797783675,1.218761715,1.73879033,2.134374746,1.490711985,1.521771821,2.944444444,3.018405368,0.588888889,"Visual",2,2.293796433,0.273584906,"Head",2.944444444,3.407618863,0.278330569,"Visual","random","Word7",29964,"A","FA1","Amodal"
"2962",2962,"on","VI_001_676","VI",2.235294118,0.058823529,0.647058824,0.470588235,0.176470588,3.411764706,1.052631579,2.421052632,2.052631579,1.052631579,1,2.165912388,0.242535625,1.411611511,1.067570083,0.52859414,2.063335392,1.809655713,2.16835292,2.040525102,1.682382048,1.666666667,3.411764706,3.714792879,0.478991597,"Visual",2.421052632,2.969015789,0.1875,"Hand_arm",3.411764706,4.262317439,0.229985135,"Visual","high-volubility","Word6",40514,"A","MA1","Amodal"
"2963",2963,"tissue","VI_001_676","VI",0.315789474,0.105263158,3.263157895,0.368421053,0.315789474,4.052631579,0.55,2.75,2.05,1.2,0.65,0.671038298,0.458831468,1.62761261,1.116070802,0.582392725,1.129094239,1.050062655,1.888329811,1.848897253,1.472555959,1.039989878,4.052631579,4.663465271,0.46875,"Visual",2.75,3.160884493,0.305555556,"Hand_arm",4.052631579,5.104489386,0.252695418,"Visual","high-volubility","Word3",41749,"C","FA3","Multimodal"
"2964",2964,"tickle","VI_001_676","VI",0.875,0,4,3.0625,0.125,1.8125,2.5,4.111111111,1.333333333,0.944444444,2.722222222,1.408308678,0,1.505545305,2.112463017,0.341565026,2.072639219,2.093407018,1.640978506,1.84709629,1.304842664,1.964555198,4,4.631496531,0.405063291,"Haptic",4.111111111,4.769447958,0.272727273,"Hand_arm",4.111111111,5.923498898,0.191338074,"Hand_arm","random","Word3",41004,"C","FA2","Multimodal"
"2965",2965,"never","TD_467_433","TD",1.5,0.3125,0.6875,2.1875,0.3125,0.75,0.526315789,0.684210526,1.894736842,1.052631579,0.526315789,1.932183566,1.01447852,1.537042615,1.939716474,1.01447852,1.390443574,1.218761715,1.293257368,2.157538125,1.840099158,1.218761715,2.1875,2.446901017,0.326086957,"Interoceptive",1.894736842,2.0472424,0.292134831,"Head",2.1875,2.8533477,0.179697352,"Interoceptive","high-volubility","Word14",16778,"A","FA2","Amodal"
"2966",2966,"me","VI_005_263","VI",3.972972973,2.189189189,3.945945946,4.108108108,3.054054054,4.108108108,2.555555556,3.055555556,4,3.111111111,3.055555556,1.51815836,2.283246201,1.393356179,1.54171232,1.942877962,1.467874196,2.228748586,2.154945672,1.571810496,2.246275058,2.042841799,4.108108108,6.70762384,0.089759798,"Visual",4,5.51629731,0.091549296,"Head",4.108108108,7.773045459,0.05164471,"Visual","high-volubility","Word4",27931,"A","MA1","Multimodal"
